id,name,organization,profile link,affiliation,majors
V7Nf3uUAAAAJ,Mazen Kurban,American University of Beirut,https://scholar.google.com/citations?hl=en&user=V7Nf3uUAAAAJ,American University of Beirut,dermatology genetics
_jAVbEgAAAAJ,Salim Chahine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_jAVbEgAAAAJ,American University of Beirut,Initial Public Offerings Entrepreneurial Finance Venture Capital
Dl_J3aUAAAAJ,Sahar Siddik-Sayyid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Dl_J3aUAAAAJ,American University of Beirut,Anesthesiology
zrWSOAQAAAAJ,Maya Abou Zeid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zrWSOAQAAAAJ,"Professor of Civil and Environmental Engineering, American University of Beirut",Travel behavior modeling and forecasting urban transportation planning driving behavior and road
7VdKlSsAAAAJ,Ghassan Antar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=7VdKlSsAAAAJ,American University of Beirut,
eX0TugsAAAAJ,Mona Nabulsi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=eX0TugsAAAAJ,"Professor of Clinical Pediatrics, American University of Beirut",Breastfeeding Evidence-Based Medicine Medical education Fever and antipyretics Skeletal health in children
ZbDitTgAAAAJ,Gihad Chalouhi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ZbDitTgAAAAJ,American University of Beirut Medical Center,
oDx_vNsAAAAJ,Elias Baydoun,American University of Beirut,https://scholar.google.com/citations?hl=en&user=oDx_vNsAAAAJ,American University of Beirut,Biochemistry Higher education plant physiology medicinal plants
IOq0LK4AAAAJ,Michael Clinton,American University of Beirut,https://scholar.google.com/citations?hl=en&user=IOq0LK4AAAAJ,American University of Beirut,nursing ethics
BqyBvk4AAAAJ,Bijan Azad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=BqyBvk4AAAAJ,"American University of Beirut, Olayan School of Business",Organization-Technology Change Social-Practices Information Technology Innovation Startups/Scale-ups
Y9QHF6wAAAAJ,Hadi Sarieddeen,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Y9QHF6wAAAAJ,"Assistant Professor, American University of Beirut",Wireless Communications Signal Processing Terahertz Communications Error Correction Coding
h1K3F8QAAAAJ,Khalil Hindi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=h1K3F8QAAAAJ,"Professor, American University of Beirut",
CayIxaUAAAAJ,Sally Temraz,American University of Beirut,https://scholar.google.com/citations?hl=en&user=CayIxaUAAAAJ,American University of Beirut Medical Center,Associate Professor of Clinical Medicine
M4X8lI8AAAAJ,Fadi Sawaya,American University of Beirut,https://scholar.google.com/citations?hl=en&user=M4X8lI8AAAAJ,"Assistant Professor of Medicine, American University of Beirut",Cardiology
4NuZBMAAAAAJ,Mounib El Eid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=4NuZBMAAAAAJ,"Professor of Physics & Astrophysics, American University of Beirut",Copmutational Physics Stellar Evolution Element Formation in the unviverse
vMile4UAAAAJ,Nathalie K. Zgheib,American University of Beirut,https://scholar.google.com/citations?hl=en&user=vMile4UAAAAJ,American University of Beirut,Pharmacogenomics Toxicology Medical Education
Fe8iIHMAAAAJ,Shady Elbassuoni,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Fe8iIHMAAAAJ,"Associate Professor of Computer Science, American University of Beirut",Information Retrieval Machine Learning
uaLUZdIAAAAJ,Bilal R. Kaafarani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=uaLUZdIAAAAJ,"Professor of Chemistry, American University of Beirut",Organic & Materials Chemistry Transformative Education
SkA9inEAAAAJ,Fadi Bitar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SkA9inEAAAAJ,"Professor and Director- Children's Heart Center, American  University of Beirut",Pediatric Cardiology Epidemiology and Genetics of CHD
_-v4BuIAAAAJ,Sumru Altug,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_-v4BuIAAAAJ,American University of Beirut,Dynamic macroeconomic analysis business cycles structural econometrics
54TYsksAAAAJ,Hussain Isma'eel,American University of Beirut,https://scholar.google.com/citations?hl=en&user=54TYsksAAAAJ,American University of Beirut,Cardiac Imaging/ Preventive Cardiology
zPyQx74AAAAJ,Samer A Kharroubi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zPyQx74AAAAJ,"Professor and Associate Dean, American University of Beirut",Bayesian Statistics Biostatistics & Health Economics
mtw5TkgAAAAJ,fouad A zouein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mtw5TkgAAAAJ,"Assistant Professor of Clinical Pharmacology, American University of Beirut",Cardiac remodeling and Heart Repair
nJCYH84AAAAJ,Joseph Ghafari,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nJCYH84AAAAJ,"Professor, American University of Beirut",Orthodontics
k30ycHoAAAAJ,Zakaria Kambris,American University of Beirut,https://scholar.google.com/citations?hl=en&user=k30ycHoAAAAJ,"Biology Department, American University of Beirut",Genetics Immunity Insects Pathogen Symbiont
BZiFIrcAAAAJ,Houssam Rassy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=BZiFIrcAAAAJ,"Professor of Chemistry, American University of Beirut",Chemistry
kl_RUt0AAAAJ,Shadi S Saleh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=kl_RUt0AAAAJ,American University of Beirut,
N22Cmv0AAAAJ,Moueen Salameh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=N22Cmv0AAAAJ,American University of Beirut,Inventory and Production Management Scheduling Supply Chain Management
LGfcxZgAAAAJ,Hassan Chami,American University of Beirut,https://scholar.google.com/citations?hl=en&user=LGfcxZgAAAAJ,American University of Beirut,pulmonary medicine sleep medicine clinical research epidemiology
acemBXQAAAAJ,Nareg Karaoghlanian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=acemBXQAAAAJ,"Aerosol Research Laboratory, Department of Mechanical Engineering, American University …",
Msf7s5oAAAAJ,Youssef Zeidan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Msf7s5oAAAAJ,American University of Beirut,
eNVj_WQAAAAJ,Isam Kaysi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=eNVj_WQAAAAJ,American University of Beirut,PPP ITS Transport
t4Ypc68AAAAJ,roula hourani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=t4Ypc68AAAAJ,"Professor of Radiology, American University of Beirut",Neuroradiology
3r98IAkAAAAJ,Simon Neaime,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3r98IAkAAAAJ,"Professor of Economics and Finance, American University of Beirut",Macroeconomics Finance Financial Econometrics Monetary Economics Financial Economics
DBbvGGQAAAAJ,Ghina Mumtaz,American University of Beirut,https://scholar.google.com/citations?hl=en&user=DBbvGGQAAAAJ,American University of Beirut,HIV Sexually transmitted infections Middle East and North Africa
MpWba28AAAAJ,Bilal Hamad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MpWba28AAAAJ,American University of Beirut,Structural engineering and Concrete material …
5ZAVqy8AAAAJ,Rola Salman,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5ZAVqy8AAAAJ,Aerosol Lab Manager American University of Beirut,Atmospheric Aerosols Air Pollution Inhalation …
T6WQ9aUAAAAJ,Abdel-Fattah M. Abdel-Rahman,American University of Beirut,https://scholar.google.com/citations?hl=en&user=T6WQ9aUAAAAJ,"Professor of Earth Sciences, American University of Beirut",Geochemistry Igneous Petrology Mineralogy
rQMRP3EAAAAJ,Ibrahim Alameddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rQMRP3EAAAAJ,American University of Beirut; ESSA Technologies,water quality eutrophication bayesian modelling environmental remote sensing & GIS
tacTz48AAAAJ,Soha Talih,American University of Beirut,https://scholar.google.com/citations?hl=en&user=tacTz48AAAAJ,American University of Beirut,aerosol science electronic cigarette mathematical modelling thermodynamics
F37HWBwAAAAJ,Karim Kabalan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=F37HWBwAAAAJ,American University of Beirut,Antenna Theory. Cognitive radio. Numerical …
r70A2YsAAAAJ,Mohamad G. Abiad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=r70A2YsAAAAJ,"Professor, American University of Beirut; Adjunct Professor, School of",food waste food processing packaging sustainability circular economy
CwcM0zwAAAAJ,Ziad Bashshur,American University of Beirut,https://scholar.google.com/citations?hl=en&user=CwcM0zwAAAAJ,Professor of Ophthalmology American University of Beirut,Retina
pHPrkMoAAAAJ,Iman Nuwayhid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=pHPrkMoAAAAJ,American University of Beirut,Occupational Health Working Children
_AdoLfkAAAAJ,Rida Assaf,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_AdoLfkAAAAJ,American University of Beirut,Computer Science
OS66oWQAAAAJ,Tarek Ghaddar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=OS66oWQAAAAJ,American University of Beirut,photochemistry dye sensitized solar cells organic and inorganic synthesis materials chemistry
QHJ8orYAAAAJ,Mahmoud Al-Batal,American University of Beirut,https://scholar.google.com/citations?hl=en&user=QHJ8orYAAAAJ,The American University of Beirut,Arabic Applied Linguistics Arabic Lingusitics Teaching Arabic as a Foreign Language Arabic Discourse Analysis Arabic Socioli
YfhHNFsAAAAJ,Habib Dakik,American University of Beirut,https://scholar.google.com/citations?hl=en&user=YfhHNFsAAAAJ,"Professor of Medicine, Chief of Cardiology, American University of Beirut",Acute coronary syndromes risk stratification
BQM2KwcAAAAJ,Wes masri,American University of Beirut,https://scholar.google.com/citations?hl=en&user=BQM2KwcAAAAJ,American University of Beirut/George Mason University,Software Analysis and Testing
pdsbUSUAAAAJ,Melhem Bilen,American University of Beirut,https://scholar.google.com/citations?hl=en&user=pdsbUSUAAAAJ,American university of Beirut,Human microbiota Microbiology Infectious diseases Probiotics Live bacterial therapy
J_Zei9AAAAAJ,"Maurice Khabbaz, Ph.D., IEEE Senior Member",American University of Beirut,https://scholar.google.com/citations?hl=en&user=J_Zei9AAAAAJ,American University of Beirut,5GB IoT Wireless Networks Vehicular Networks Non-Terrestrial Networks
0LE2FIAAAAAJ,"Issam Srour, Ph.D.",American University of Beirut,https://scholar.google.com/citations?hl=en&user=0LE2FIAAAAAJ,The American University of Beirut,Construction engineering and management sustainable construction recycling of construction materials operations research in construction
ept7k00AAAAJ,Joelle M. Abi-Rached,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ept7k00AAAAJ,American University of Beirut and Harvard University,history of medicine history of psychiatry global history philosophy of care war and medicine
nZV_3pAAAAAJ,Rima Hanna-Wakim or Rima Wakim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nZV_3pAAAAAJ,American University of Beirut,Pediatric infectious diseases Primary immunodeficiency disorders Congenital infections
croDZp4AAAAJ,Riyad El khoury,American University of Beirut,https://scholar.google.com/citations?hl=en&user=croDZp4AAAAJ,"Assistant Professor of Biological Science, American University of Beirut",Neuromuscular pathology Mitochondrial medicine Genetics and Biochemistry
U1aSJJ0AAAAJ,salma talhouk,American University of Beirut,https://scholar.google.com/citations?hl=en&user=U1aSJJ0AAAAJ,DEPARTMENT OF LANDSCAPE DESIGN AND ECOSYSTEM MANAGEMENT - AMERICAN …,NATURE CONSERVATION
ggdkongAAAAJ,Mohamad Adnan Al-Alaoui,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ggdkongAAAAJ,"Professor of Electrical and Computer Engineering, American University of Beirut",analog and Digital Signal Orocessing Image processing Pattern Recognition neural Networks and Machine Learning Communication
K7AFql8AAAAJ,Georges Samara,American University of Beirut,https://scholar.google.com/citations?hl=en&user=K7AFql8AAAAJ,American University of Beirut,Family Business Corporate Social Responsibility
P8z1S1YAAAAJ,Sami Karaki,American University of Beirut,https://scholar.google.com/citations?hl=en&user=P8z1S1YAAAAJ,"Professor of Electrical Engineering, American University of Beirut",Energy Systems Renewable Energy Optimization Fuel Cell Vehicles
nsuLU3sAAAAJ,Shady Awwad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nsuLU3sAAAAJ,"Professor of Ophthalmology, American University Of Beirut",Refractive Surgery
Z75M3BsAAAAJ,Vivian Khamis,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Z75M3BsAAAAJ,"Professor , American University of Beirut",Psychology Education Postraumatic stress disorder
GwZcfvgten8C,Leonid Klushin,American University of Beirut,https://scholar.google.com/citations?hl=en&user=GwZcfvgten8C,"American University of Beirut;  Institute for Macromolecular Compounds, Russian Academy …",Soft matter Phase transitions Polymer physics
DRx_doEAAAAJ,Kassem Kassak,American University of Beirut,https://scholar.google.com/citations?hl=en&user=DRx_doEAAAAJ,American University of Beirut,Health Management and Policy
2dNYAtMAAAAJ,Nuhad Daghir,American University of Beirut,https://scholar.google.com/citations?hl=en&user=2dNYAtMAAAAJ,"Dean Emeritus, American University of Beirut, Lebanon",Poultry Science Nutrition Animal Biology Agriculture
qzvtf3gAAAAJ,mona fawaz,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qzvtf3gAAAAJ,"Professor of Urban Studies and Planning, American University of Beirut",urban informality property housing planning theory
Ea0a3tIAAAAJ,Georges Daoud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ea0a3tIAAAAJ,"Assistant Professor of Anatomy, Cell Biology and PHysiological Sciences, American …",cell Biology Placental Physiology
iyx7AhkAAAAJ,Samir Mustapha,American University of Beirut,https://scholar.google.com/citations?hl=en&user=iyx7AhkAAAAJ,"Associate Professor, the American University of Beirut",Structural Health Monitoring Ultrasonics Vibration Numerical analysis
8uMpsLwAAAAJ,Maya Charafeddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8uMpsLwAAAAJ,American University of Beirut,
gpioidwAAAAJ,Nada Kara Zahreddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=gpioidwAAAAJ,"Infection Control Manager, American University of Beirut Medical Center",Infectious diseases infection control and prevention
lvG5OBUAAAAJ,Umayya Musharrafieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=lvG5OBUAAAAJ,American University of Beirut,Family Medicine Infectious Diseases Medical Education Occupational Medicine
